ID,工单编号,行业分类1级,行业分类2级,行业分类3级,行业分类4级,诉求内容,原处置单位,处置单位,单位类别
4163,20180105166983,环境保护,污染,噪音污染,施工噪音,市民来电反映: 龙华区学院路与椰海大道交叉口枫林雅郡小区门口有一个卖沙场正在施工，噪音扰民，请城管局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,龙华区城管局,城市管理行政执法局,2
4165,20180105166674,住房保障,房屋权属,宅基地,报建,市民微信反映：在龙华区城西镇椰海大道377号碧桂园二期主体工程已封顶，开发商不接受公积金贷款。请市住建局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,市住房和城乡建设局,住房和城乡建设局,1
4166,20180105164730,公安（治安、交通）,其他,其他,其他,"市民来电咨询: 在海口市公安局龙华区办证中心除区办让中心还有什么哪里可以办理的问题。

",龙华区政府服务中心,政府服务中心,2
4168,20180105172214,城管问题,扩展事件,旅客投诉,公交车,市民来电反映: 其在海南生态软件园等待开往火车东站方向的59路，其等了一个小时却没等到车。故来电投诉。请公交集团核实处理！（请职能局按规定在30分钟内核实处理，响应处置） ,海口市公共交通集团有限公司,公共交通集团有限公司,4
4169,20180104158332,人力保障,社保信息,居住证,申请办理,市民来电反映: 其是城市居民医保用户，于2017年10月18日办理自愿医保报销一直未果，户口在位于海口市龙华区，当时海口市社会局进行申请办理，请职能局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,市社会保险事业局,社会保险事业局,1
4170,20180105166164,城管问题,扩展事件,夜间排挡摊点,占道经营,市民来电反映: 美兰区海秀东路望海国际广场后面南宝社区卫生服务站旁边有人占道经营，请城管核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,美兰区城管局,城市管理行政执法局,2
4175,20180105165537,其他,其他,其他,其他,市民来电反映: 在港华路3号进口汽车体验中心门口有路面开挖未设置安全围挡，请城管核实处理，谢谢（请职能局30分钟内联系市民，响应处置）,秀英区城管局,城市管理行政执法局,2
4177,20180105173595,城管问题,市容环境,违章建筑,违建盖房,市民云反映：在龙华区世贸雅苑H座一楼商铺违建并侵占公共绿地，请市城管局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,龙华区城管局,城市管理行政执法局,2
4178,20180105165324,司法行政,其他,其他,其他,市民来电咨询:秀英区住建局电话是？,秀英区政府服务中心,政府服务中心,2
4180,20180105165716,环境保护,其他,其他,其他,市民来电反映:龙华区国贸路49号中衡大厦五楼相咖啡酒吧晚上九点钟以后有噪音扰民，请龙华区政府核实处理。（请职能局按规定在30分钟内联系市民，响应处置）   ,龙华区环保局,环保局,0
4182,20180104156444,公安（治安、交通）,交通管理,交通设施,交通标志,市民来电反映: 海秀快速路丘海路口闸道口划设实线导致交通拥堵，经常发生追尾事故，其认为非常不合理，请交警核实处理！请职能局在三十分钟内联系市民，响应处置,市公安局交通警察支队,公安局交通警察支队,3
4183,20180104156633,公安（治安、交通）,其他,其他,其他,市民来电反映:其16:00左右在龙昆南路妇幼保健乘坐出租车（琼A41913），司机在没有达到目的地的情况下就要求其下车，市民不愿意，出租车司机态度恶劣，于司机索要发票也不给。请交通局核实处理！（请职能局按规定在30分钟内联系市民，响应处置）   ,市交通运输和港航管理局,交通运输和港航管理局,1
4187,20180105169104,交通港口,出租车,物品遗失,其他,市民来电反映:其在15：20在凤凰新村乘坐16路公交车上车此后15：40在秀英小街下车遗失一个黑白相间包包。请公交集团核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,海口市公共交通集团有限公司,公共交通集团有限公司,4
4190,20180105172887,公安（治安、交通）,社会治安,黄赌毒,涉毒,市民来电反映: 琼山区甲子镇益民村委会龙井村村口，往村里走的第一个交叉路口附近的池塘边上有人搭建有人搭棚聚众赌博，请公安局核实处理，谢谢！（请职能局按规定在30分钟，响应处置）,市公安局,公安局,3
4197,20180104155177,住房保障,其他,其他,其他,"市住建局来电反馈：（工单编号：20180104154889）《关于美兰区海甸岛三东路农行宿舍三楼业主装修导致二楼天花板开裂的问题》工单处理情况
工单内容：
市民来电反映：（其自称是海口电视台热带播报记者）美兰区海甸岛三东路农行宿舍三楼业主装修导致二楼天花板开裂，现三楼业主不承认，希望相关工作人员到场处理此事，请市住建局核实处理！（30分钟内到现场处理）",市住房和城乡建设局,住房和城乡建设局,1
4198,20180105167454,其他,其他,其他,其他,市民来电反映:龙华区世贸北路1号海岸1号小区佳景国际后面的停车场处有人疑似违建楼梯，望相关部门核实是否属于违建，请城管部门核实处理！（30分钟内到现场处理）,市数字城管专席,数字城管专席,1
4199,20180105163564,教育,其他,其他,其他,市民来电咨询: 其是河南户口小孩刚刚在海口市进行上学，房屋地址位于海口市秀英区金滩路秀山观海苑小区，（房产是其孩子哥哥的名字），小孩是否可以划片区上学，请职能局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,秀英区教育局,教育局,0
4204,20180105173395,公安（治安、交通）,其他,其他,其他,市民来电反映: 于2018年1月5日10:30在省中医院被医护人元殴打后马上报警前往白沙派出所报案，并要求民警调取医院监控进行处理，该派出所民警表示其若觉得身体不适可自行前往第三方医院进行检查后将结果送至派出所再调取监控为由拒绝。且办结没有结果。其认为不合理。请公安局核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,市公安局,公安局,3
4205,20180104158525,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电反映:海秀快速路自东向西路段下丘海大道闸道口处交警部门设置的实线不合理，在设置后严重影响该路段交通，其认为不合理，故来电反映。请交警部门核实处理！（请职能局按规定在30分钟内核实处理，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
4207,20180104158266,“12345”热线,12345热线,信息咨询,信息咨询,市民来电咨询:机动车违章代码1223是什么违章。	,市公安局交通警察支队,公安局交通警察支队,3
4208,20180104158225,食品药品安全,其他,其他,其他,市民来电反映:于1月3日21点左右通过美团外卖购买杂菜和粉汤有虫子，地址（美兰区海甸岛海岸路4-6号啤客炸炸店）。现在正在现场协商处理、但是协商不下。希望相关部门到现场处理。请美兰区食药监核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）    ,美兰区食品药品监督管理局,食品药品监督管理局,1
4209,20180103140076,公安（治安、交通）,其他,其他,其他,市民来电反映: 其2006年的时候身份被别人套用贩毒吸毒在滨海公园被抓，但是案底是在其身份上的，给市民造成很大不便，其咨询滨海派出所但是告知案底在龙华分局，其到龙华分局告知滨海派出所办理，其再次到达派出所进行处理告知市民当事民警已经不在不清楚该案件要求市民去龙华人民法院进行查找，请公安局核实处理（30分钟内联系市民响应处置！）,市公安局,公安局,3
4212,20180105170689,司法行政,其他,其他,其他,工商局来电咨询:联络表信息需要进行更改的问题,海口工商局,工商局,0
4213,20180105170906,司法行政,其他,其他,其他,市民来电咨询: 龙华区机动车违章缴费点地址？,市公安局交通警察支队,公安局交通警察支队,3
4214,20180105169565,住房保障,物业服务管理,其他,其他,"市民来电反映: 国贸路仙乐花园消防通道每天都有汽车停放（市民表示该小区就只有一条消防通道），存在安全隐患，多次向物业反映，都未得到解决，请龙华区政府核实处理！请职能局在三十分钟内联系市民，响应处置
2017-12-15龙华区金贸街道办：12月14日9时许，我街道国贸工作人员谭川到仙乐花园物业与管理人员高德顺了解情况，高经理称：物业一直反对在消防通道停放任何车辆，并在路旁设立警示标识。但因保安人手不多，巡查力度不够，导致业主贪图方便擅自停放在消防通道上。经社区协调，物业保安将加强小区巡查，发现车停在消防通道上就立即整。（工单号：20171214882388）
市民再次来电反映：其表示街道办已与物业沟通，但一直未得到解决，其认为不合理，请龙华区政府核实处理！请职能局在三十分钟内联系市民，响应处置）",市公安局消防支队,公安局消防支队,3
4215,20180104158843,公安（治安、交通）,其他,其他,其他,市民来电建议: 琼山大道和白驹大道交叉口的红绿灯（西秀镇往琼山大道方向）的绿灯显示时间太短，请建议延长绿灯时间，请交警核实处理（请职能局按规定在30分钟内联系市民，响应处处置）,市公安局交通警察支队,公安局交通警察支队,3
4218,20180104157651,公安（治安、交通）,交通管理,排堵保畅,交通堵塞拥挤,市民来电反映: 美兰机场海航基地门口处交通拥堵，请交警核实处理，（请职能局按规定在30分钟内核实处理，响应处置） ,市公安局交通警察支队,公安局交通警察支队,3
4221,20180105167979,人力保障,劳动保护,拖欠工资,拖欠工资,"市民来电反映: 秀英区南北通物流旁边的长春电影城荷兰区宝龙公司工作，拖欠其2017年10月与11月的工资，共计1万多元，未签订相关劳动合同，请秀英区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置）。2018-01-03海口市秀英区劳动保障监察大队：根据《关于实施劳动保障监察条例若干规定》第十二条、十三条、十四条规定：劳动者对用人单位违反劳动保障法律法规、侵犯其合法权益的行为，有权向劳动保障行政部门投诉，投诉应当由投诉人向劳动保障行政部门递交投诉文书。投诉文书应当载明下列事项：被投诉用人单位的名称、住所、法定代表人或者主要负责人的姓名。 根据以上法律法规规定，请当事人明确用人单位名称，带上身份证复印件、结算单或欠条等其他相关工作证据资料，到我大队投诉，符合条件的我大队将立案调查进行处理。我大队地址：向荣路福秀小区政府办公区110房，电话68648727（工单编号20180103137611）。
市民再次来电：到秀英区劳动保障监察大队投诉后工作人员答应1月5日解决该问题，现无法联系到秀英区劳动保障监察大队工作人员，故来电要求解决拖欠工资的问题，请秀英区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置）。

",海口市秀英区劳动保障监察大队,劳动保障监察大队,2
4225,20180104160561,司法行政,其他,行政执法监督,行政执法,"市民公众号反映：其是美兰区海甸街道人民大道白沙门小学宿舍的一名住户，其表示白沙门村委会想要将宿舍门口的空地作为休闲运动场地可以理解，但是这样的立围栏的行为严重阻碍了住户的出行，也阻挡了住户唯一的消防通道。如下图：虽然留出了可以行走的宽度，但我们的电动车根本无法进入宿舍区，而且两个人同时行走非常是非常困难的，栏杆距离门口不到1米的距离，栏杆高度大概在30cm左右，宿舍区的老人垮起来也是困难的。希望相关部门能协调将栏杆拆除。谢谢～
请美兰区政府核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）",美兰区政府服务中心,政府服务中心,2
4227,20180105170025,人力保障,劳动人事制度,工资奖金,克扣工资,"龙华区人社局来电咨询：工单编号20180105165590《关于美兰区海昌路海南椰盾保安服务有限公司收取员工水电费的问题》工单处理结果。
工单内容：
市民来电反映其原是美兰区海昌路海南椰盾保安服务有限公司的员工，于2018年01月05日离职，该公司告知其需要缴纳之前居住的提供给工作人员居住房屋的水电费，其认为不合理，故来电反映，请美兰区政府核实处理！（备注：通话中市民强烈要求电话保密）
龙华区人社局来电咨询：要求转接6853话务员的问题。",龙华区政府服务中心,政府服务中心,2
4228,20180105170225,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电咨询:车管所电话是多少？,市公安局交通警察支队,公安局交通警察支队,3
4229,20180105169748,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电反映: 龙华区海秀中路71-1号26小学与省军区大院之间（金牛岭公园对面）道路上有许多车违停，导致交通堵塞，请交警核实处理！,市公安局交通警察支队,公安局交通警察支队,3
4233,20180105167371,发展改革,改革规划,新能源汽车,新能源汽车,市民来电咨询:其车辆为广州车牌，现想将其车辆放在海口汽车租赁公司进行租赁业务，故来电咨询能否将车辆放在海口汽车租赁公司进行租赁业务，该行为是否合法，请交通局核实处理，谢谢！（请职能局按规定在30分钟内，响应处置）,海口工商局,工商局,0
4234,20180105164673,住房保障,其他,其他,其他,市民来电反映: 其是美兰区水岸阳光E栋的业主，想咨询小区何时发放房产证。,市住房和城乡建设局,住房和城乡建设局,1
4235,20180104155236,人力保障,劳动保护,用工规范,用工规范,市民微信反映: 其是丘海大道一横路4号南宝别墅B1海南华通船员服务有限公司的员工，元旦加班没有三倍的工资加班费，也未给员工安排调休，请秀英区政府核实处理。（请职能局按规定在30分钟内联系市民，响应处置。） ,海口市秀英区劳动保障监察大队,劳动保障监察大队,2
4237,20180105172433,城管问题,街面秩序,机动车违停,占道停车,市民来电反映: 在琼山区府城镇环湖路15号琼山第四小学后门的道路上有许多机动车占道停放，请交警部门核实处理！（30分钟办件）（请职能局按规定在30分钟内核实处理，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
4243,20180105170202,交通港口,出租车,物品遗失,其他,市民来电反映: 于1月5日16:21在美兰机场乘坐出租车（琼A41507），16:54在美兰区海府路32号南方电网下车，在出租车车上遗落手机,市交通运输和港航管理局,交通运输和港航管理局,1
4244,20180104157365,公安（治安、交通）,其他,其他,其他,市民来电反映: 其现在想办理网约车，故咨询机动车裸车价要多少钱以上才能办理，请交通局核实处理。（请职能局按规定在30分钟内联系市民，响应处置）,市交通运输和港航管理局,交通运输和港航管理局,1
4248,20180105170434,城管问题,扩展事件,夜间排挡摊点,占道经营,"市民来电反映: 龙华区金龙路玉沙实验学校门口有多家摊贩占道经营。请城管核实处理！谢谢！
（请职能局按规定在30分钟内核实处理，响应处置） ",龙华区城管局,城市管理行政执法局,2
4249,20180104160768,城管问题,街面秩序,占道废品收购,占道经营,市民来电反映: 江湾海景大酒店对面（海甸一西路人民公园里面的工地旁边）有人占道经营卖夜宵，请城管核实处理！（请职能局按规定在30分钟内核实处理，响应处置） ,美兰区城管局,城市管理行政执法局,2
4250,20180104157208,其他,其他,其他,其他,"市民来电咨询:琼山区新大洲大道林村路11号南江花园小区楼道消防应急灯停电后亮几分钟后就不亮了，其认为产品有质量问题，存在安全隐患。请消防局核实处理，谢谢！（请按规定在30分钟内联系市民，响应处置）
2017-08-20 18:50:46市公安消防局：接到举报后，我大队19号立即派员前往:琼山区新大洲大道林村路11号南江花园小区楼道消防应急灯停电后亮几分钟后就不亮了，其认为产品有质量问题，进行检查，经核查，举报属实，我大队下发责令立即整改通知书。（工单号：20170818649878）
市民再次来电反映：该问题迟迟未得到解决，楼道消防应急灯仍是不亮。请消防局核实处理，谢谢！（请按规定在30分钟内联系市民，响应处置）",市公安局消防支队,公安局消防支队,3
4251,20180105167639,城管问题,扩展事件,噪音,播放高音喇叭,市民来电反映:秀英区丘海一横路南都别墅对面有一家东洋雅玛电动车店铺播放高音喇叭噪音扰民。请城管核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,秀英区城管局,城市管理行政执法局,2
4252,20180105167730,司法行政,其他,其他,其他,"市民来电咨询: 其于1月5日14:00分左右将电动车辆停放在龙昆南路金竹园小区门口附近被城管拖车，故来电咨询如何取车及在哪里取车？请城管局核实处理，谢谢！
（请职能局按规定在30分钟内联系市民，响应处置）",琼山区城市管理行政执法局,城市管理行政执法局,2
4258,20180105169969,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电反映:海口市二十六小和海南省军区中间的斜坡堵车半小时，现场就一个协警在处理，无法处理好。请交警核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
4259,20180105169471,工商(消保),其他,其他,其他,市民来电咨询: 营业执照至何地办理的问题。,海口工商局,工商局,0
4261,20180104157232,公安（治安、交通）,其他,其他,其他,市民微信反映: 网约车新政出来了，滴滴网约车平台还叫没3证的车主出车，算不算教唆车主违法。,市交通运输和港航管理局,交通运输和港航管理局,1
4262,20180105171764,公安（治安、交通）,交通管理,交通法规,车辆违章,市民来电咨询: 1357车辆违章代码的具体内容是什么。,市公安局交通警察支队,公安局交通警察支队,3
4264,20180105167817,城管问题,突发事件,群发性事件,开发商合同纠纷,市民来电反映: 其是秀英区金福路文博府二期9栋一单元1505房业主，于2015年购买该房产，于2016年11月分交房，如今装修时发现该房子出现空鼓情况及天花板掉落，存在安全隐患，希望相关部门进行排查，故来电投诉，请住建局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置。） ,市住房和城乡建设局,住房和城乡建设局,1
4268,20180105161552,交通港口,出租车,物品遗失,其他,市民来电反映: 其于2018年1月5日2:00海秀中路夜店3乘坐出租车，于2:16在朱云路百乐城下车，期间在出租车的后座遗落一部OPPO R9手机，请交通局核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,市交通运输和港航管理局,交通运输和港航管理局,1
4270,20180104151415,住房保障,其他,其他,其他,市民网站咨询：本人外地户口，在海口无社保，于2017年4月3日在海口与开发商海南昌炜集团有限公司签订了海口玉湾商品房认购协议书，地址龙华区世贸北路19号，交纳了认购定金，由于开发商销售许可变更的原因，一直未能签订合同，现开发商说根据最新政策不能再继续合同签订。请问开发商所说是否属实，本人这种情况能否继续完成购房合同签订，多谢！请职能局核实处理。（请职能局按规定在30分钟内联系市民，响应处置）,市住房和城乡建设局,住房和城乡建设局,1
4271,20180105170693,公安（治安、交通）,交通管理,交通设施,交警指挥,"交警来电反馈：工单编号：20180105170229《关于海秀路71路金牛岭公园对面农垦一供大院整条在堵路的问题》工单处理情况
工单内容：市民来电反映: 海秀路71路金牛岭公园对面农垦一供大院整条在堵路，希望交警到现场疏导，请职能局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）",市公安局交通警察支队,公安局交通警察支队,3
4274,20180104154272,城管问题,扩展事件,噪音,播放高音喇叭,市民来电反映: 龙昆北新温泉大酒店123酒吧每天凌晨10:00-3:00之间播放高音喇叭产生噪音，影响市民生活，请城管核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,龙华区城管局,城市管理行政执法局,2
4277,20180105166217,卫生计生,医疗服务,服务态度,服务态度,"市民来电咨询: 20180104156903《关于投诉仁爱医院欺骗消费者的问题》处理情况
工单内容:
市民来电反映: 其表示12月24日滨海大道23号海口仁爱医院检查，医生告知其得了很严重的病，让其治疗，其表示一共花费1000多元，其在1月4日去市医院检查发现其没有这种情况，其认为该医院欺骗消费者，故来电投诉。请卫生局核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置） ",市卫生局,卫生局,0
4283,20180104156085,“12345”热线,传真信息,信息咨询,信息咨询,市民来电咨询: 网约车车辆有什么需求，网约车司机资格考试在什么地方报名。请交通局核实处理！（请职能局按规定在30分钟联系市民，响应并处置！）,市交通运输和港航管理局,交通运输和港航管理局,1
4287,20180105162973,人力保障,劳动保护,拖欠工资,拖欠工资,"市民来电咨询:工单号20180105162883 《关于桂林洋开维生态城做建筑工未结工钱的问题》工单情况
工单内容：
市民来电反映:其于2016年3月份在桂林洋开维生态城做建筑工没有签订合同，该工地是海口四建公司承包，现在该工地已经完工，但是未有结工地工人的资金一共70多万元。其希望政府能帮其处理该事情。请桂林洋核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",海口桂林洋经济开发区,经济开发区,4
4292,20180105166254,公安（治安、交通）,其他,其他,其他,市民来电反映:其是美兰区海甸六东路海岸雅居小区3号楼业主，其表示该小区的其他业主养狗未按规定使用狗绳拴住，存在安全隐患，请市公安局核实处理！（请职能局按规定在30分钟内联系市民，响应处置）（联系其该号码：13976018934）,市公安局,公安局,3
4293,20180105166740,城管问题,街面秩序,机动车违停,移车,市民来电反映: 琼山区下坎西路顺民街38号有辆机动车堵路（琼A1J037），其希望车主移车，请交警核实处理！（请职能局按规定在30分钟内核实处理，响应处置） ,市公安局交通警察支队,公安局交通警察支队,3
4294,20180105161912,部件,道路交通,跨河桥,管养维护,龙华商务来电咨询:友谊阳光城地下管网埋的燃气管道是属于哪个部门管辖的（哪个施工队开挖的）？请城管核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,海南民生燃气股份有限公司,民生燃气股份有限公司,4
4295,20180105162053,公安（治安、交通）,其他,其他,其他,市民来电咨询: 凤翔西路琼山侨中通往高速路的路口是否可以通行的问题。,市公安局交通警察支队,公安局交通警察支队,3
4297,20180105162198,住房保障,其他,其他,其他,市民来电反映:其是秀英区西海岸海岸赛拉维小区一期的业主（于2012年购房并且签订合同），其表示小区一期业主与开发商签订合同内为住房套内面积为主（合同规定表示会在购房后两年内为业主办理房产证），现该开发商财务部工作人员告知以实际建筑面积需要增加费用才能办理房产证。其认为不合理，故来电投诉开发商，请市住建局核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,市住房和城乡建设局,住房和城乡建设局,1
4298,20180105162202,公安（治安、交通）,交通管理,交通设施,交警指挥,"市民来电咨询: （工单编号20180105162012）《关于美兰区朝阳路渡头村351号（煤气站旁边）的路边有车辆违停的问题》工单结果
工单内容：市民来电反映:美兰区朝阳路渡头村351号（煤气站旁边）的路边有车辆违停，请市交警核实处理！（请职能局按规定在30分钟内核实处理，响应处置）。
",市公安局交通警察支队,公安局交通警察支队,3
4300,20180105171689,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电反映: 府城高登东路与兴丹路交汇处的往滨江路方向的绿灯的指示灯显示过短，导致影响交通，请交警核实处理，谢谢(请职能局按照规定30分钟响应处置！),市公安局交通警察支队,公安局交通警察支队,3
4302,20180105166147,住房保障,其他,其他,其他,市民来电反映: 其2015年买的美兰区琼山大道187号倚能美林湾小区的房，该开发商工作人员表示2018年1月份要发放房产证，但到现在一直没处理，且该工作人员表示是房管局的原因导致未发放房产证，且说是要到6月份才能发放，其认为不合理，故来电投诉。其希望工作人员能核实清楚。请国土局核实处理！（请职能局按规定在30分钟内核实处理，响应处置） ,市国土资源局,国土资源局,2
4303,20180103146984,公安（治安、交通）,其他,其他,其他,市民来电咨询  其是2017年5月份在海甸岛怡心路交通局报名网约车资格证，但至今还未收到考试通知，请交通局核实处理！（请职能局在规定30分钟内联系市民，响应处置）,市交通运输和港航管理局,交通运输和港航管理局,1
4305,20180105170345,住房保障,其他,其他,其他,市民来电咨询: 海口市房管局电话的问题。,市住房和城乡建设局,住房和城乡建设局,1
4306,20180105161741,公安（治安、交通）,交通管理,交通设施,交警指挥,"交警来电反馈：（政府工单号：20180105161727）《关于美兰区群上路群上村村口经常有很多机动车违停的问题》工单情况
工单内容：
市民来电反映:美兰区群上路群上村村口经常有很多机动车违停（车牌号：琼ANG258），导致出行不便，请交警核实处理！（请职能局按规定在30分钟内核实处理，响应处置）
",市公安局交通警察支队,公安局交通警察支队,3
4307,20180105172282,公安（治安、交通）,其他,其他,其他,"交警来电反馈: 工单编号：20180105172084 《关于琼山区明光大酒店对面安宁路机动车道上有很多车辆违章停放导致交通拥堵的问题》处理情况
工单内容：
市民来电反映: 琼山区明光大酒店对面安宁路机动车道上有很多车辆违章停放导致交通拥堵，请交警核实处理,谢谢！（请职能局按规定在30分钟内联系市民，响应处置）",市公安局交通警察支队,公安局交通警察支队,3
4308,20180105172073,司法行政,其他,其他,其他,市民来电咨询:其在秀英区东山镇琼东路188号天鹅湖小区购买房子。但听说该小区开发商已经走了。故来电咨询是否属实。请市住建局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）   ,市住房和城乡建设局,住房和城乡建设局,1
4311,20180105161310,公安（治安、交通）,社会噪声,人为噪音,大声喧哗,"云露派出所来电反馈：政府工单号20180104161059《关于府城三峰里靠近云露派出所处水电桥路边货车卸货扰民的问题》工单结果。
工单内容：
市民来电反映:府城三峰里靠近云露派出所处水电桥路边有许多大货车卸水果，噪音扰民，请公安局核实处理（请职能局在规定30分钟内联系市民，响应处置）",市公安局,公安局,3
4313,20180105162245,城管问题,扩展事件,旅客投诉,公交车,市民来电反映: 其于1月8:40左右在银谷苑公交站等待前往海甸岛的11路公交车已经1小时了，故来电反映。请公交集团核实处理！(请职能局30分钟之内响应处置),海口市公共交通集团有限公司,公共交通集团有限公司,4
4315,20180104148838,住房保障,物业服务管理,其他,其他,市民来电反映：秀英区滨海西路镇海北路1号镇海村小区C2栋1106房的卫生间往楼下渗水，但物业电话一直都没有接通。请秀英区政府核实处理！(请职能局按规定在30分钟内联系市民，响应处置) ,秀英区长流镇政府,人民政府,3
4316,20180105170974,司法行政,纠纷仲裁,经济纠纷,经济纠纷,市民来电咨询: 被人骚扰的问题,市公安局,公安局,3
4323,20180104152295,公安（治安、交通）,交通管理,交通设施,交警指挥,市民网站反映：其是和平北路玉和花园的住户，这个小区有近千户的人，每天都要工作要生活，从文明天桥到和平桥就只在省中医院门口设有一个斑马线，这个斑马线离玉和花园大门口有不到50米距离，现在需要从玉和花园到马路对面，没有方便路可走，如果骑电动车往这斑马线走那就相当于逆行（这段时间有交警便衣，交警便衣，交警便衣抓车）以前是从和平桥底下可以过去，现在桥底下全封闭了，过不去。市民骑电动车怎么才能过马路？请政府指引下道路给我们这些底层人走。请交警核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
4328,20180105170499,城管问题,街面秩序,机动车违停,移车,"交警来电反馈：（工单编号：20180105170235）《关于龙华区龙华二横路整条路段有很多车辆违停导致交通堵塞的问题》处理结果   
工单内容：
市民来电反映: 龙华区龙华二横路整条路段有很多车辆违停导致交通堵塞，请交警部门核实处理！（请职能局按规定在30分钟内核实处理，响应处置）",市公安局交通警察支队,公安局交通警察支队,3
4330,20180103145741,公安（治安、交通）,其他,其他,其他,"市民来电反映:其孩子在12月15号从秀英区永万路海南枫叶国际学校门口逃跑，其向派出所报案，告知派出所孩子可能在学校内，但派出所不带其进入学校搜查，校方还污蔑其有精神病怂恿孩子逃跑。其认为孩子生父有精神分裂症，孩子大舅与学校和派出所共同收了孩子生父好处，才将孩子藏在学校不给其和孩子见面，现在威胁其签订孩子转学协议，还要剥夺其的监护权，派出所不帮其处理还帮校方。其认为不合理，故来电投诉派出所，请公安局核实处理，（请职能局按规定在30分钟内联系市民，响应处置）
2017-12-29 16:36:13 市公安局：针对（编号：20171229072739）方女士投诉秀英区狮子岭内高新派出所不作为问题。现回复如下：12月15日，我所接到其报警称孩子从永万路枫叶国际学校外跑出去，随后民警到场后了解到是方女士强制其孩子退学，其孩子才跑向裕科大厦处，民警到场后发动警力进行寻找，寻找无果，后又将孩子走失信息发送至报警平台，并加强巡逻、走访进行寻找；如方女士与学校之前有问题需要我所进行配合沟通，我所会帮助其进行沟通处理；方女士与前夫监护权的问题，现双方已在法院诉讼阶段，由法院进行判决，任何人无法剥夺；如投诉人认为我所收受任何好处，我所呈请上级政工纪检部门进行调查；对于方女士孩子走失的问题，我所将继续依法进行处置。（政府工单号20171229072739）
市民来电反映:市民表示不满意，其表示公安局并没有发动警力，小孩的大舅方树青与校方合伙窝藏小孩，其有证据证明，校长还污蔑其精神有问题，小孩的大舅方树青表示与张琦书记是同学，与教育局局长是朋友，窝藏小孩的目的是从小孩生父身上长期榨取费用，该小孩的生父有精神分裂症，孩子有先天性遗传智力问题，汪校长也被收买，其认为不合理。请公安部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）
（工单编号20171230096351）
市民再次来电反映：其表示派出所已被校方买通，派出所至今未立案，也为替其查找小孩，方树青和有关部门说话都一致且污蔑其精神不正常，请公安部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",市公安局,公安局,3
4334,20180105172806,城管问题,街面秩序,机动车违停,投诉违停,"交警来电反馈：工单号20180105172518《关于琼山区振发路琼山教师村正对面马路上有大量机动车违停挡道的问题》工单信息
工单内容：
市民来电反映: 琼山区振发路琼山教师村正对面马路上有大量机动车违停挡道。其中一辆（琼A700A7）挡住其车。请交警核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",市公安局交通警察支队,公安局交通警察支队,3
4335,20180104154522,民政,其他,其他,其他,市民来电反映: 其在秀英区海口汽车西站流浪，其表示是残疾人，其爱人是有精神分裂症，希望相关工作人员救济，请民政局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,市民政局,民政局,0
4336,20180104154965,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电咨询: 电动车上牌的预约时间现有事没去，是否可以更改电动车上牌的预约时间。,市公安局交通警察支队,公安局交通警察支队,3
4337,20180104155500,住房保障,房屋权属,居改非,其他,"市民微信咨询: 琼山区中山路垦复小区是否能办理房产证？土地性质是否是住宅用地？请琼山政府核实处理（请职能局按规定在30分钟内联系市民，响应处置） 
",市国土资源局,国土资源局,2
